,ダウンロードした時刻：2023/12/14 21:16:16,,,,,,,,
,,,,,,,,,
,,,,種子島,種子島,種子島,種子島,種子島,種子島
,年,月,日,降水量の合計(mm),降水量の合計(mm),平均風速(m/s),平均気温(℃),最高気温(℃),最低気温(℃)
,,,,,,,,,
,,,,,現象なし情報,,,,
site,year,month,day,rainfall,rainfall10,wind_speed,temp_mean,temp_max,temp_min
tane,2020,10,18,0.5,0,4.4,20.4,21.7,18.9
tane,2020,10,19,0,0,4.9,20.9,23.1,18.7
tane,2020,10,20,0,0,6.3,22.3,24.4,20.8
tane,2020,10,21,0,1,6,24.1,27.1,22.2
tane,2020,10,22,16.5,0,4.9,23.7,26,20.4
tane,2020,10,23,8,0,10.8,19.3,20.9,17.6
tane,2020,10,24,0,1,11.2,18.6,20.3,17.5
tane,2020,10,25,0,1,5.9,19.4,21.7,15.3
tane,2020,10,26,0,1,2,18.2,23.8,13.3
tane,2020,10,27,0,1,2.2,18.8,24.4,13.9
tane,2020,10,28,0,1,2.2,19.9,25.6,16
tane,2020,10,29,0,1,2,21.3,24.8,17
tane,2020,10,30,0,1,5.3,21.1,22.7,19.5
tane,2020,10,31,0,0,5.5,19.6,22,17.3
tane,2020,11,1,3.5,0,4.3,22.1,26.8,19.2
tane,2020,11,2,2.5,0,3.7,21.9,26.2,18.3
tane,2020,11,3,0,1,9.7,19.2,21.6,15.9
tane,2020,11,4,0,1,4.3,15,19.7,10.1
tane,2020,11,5,0,1,4.5,17.6,22.6,10.2
tane,2020,11,6,20.5,0,3,20.8,23.2,19.6
tane,2020,11,7,3,0,5.8,23.5,26.5,21.4
tane,2020,11,8,0,0,9.8,20,21.4,17.7
tane,2020,11,9,0,1,6.3,17.7,19.8,12.5
tane,2020,11,10,0,1,3.3,15.6,20.4,11.3
tane,2020,11,11,0,1,4.6,17.1,21,12
tane,2020,11,12,0,1,4.6,18.4,21.7,15
tane,2020,11,13,0,1,2.9,18.7,22.7,13.8
tane,2020,11,14,0,0,7,20.8,23.5,19.1
tane,2020,11,15,0,0,4.7,21.6,25.3,19
tane,2020,11,16,0,0,2.6,21.2,26.3,18.3
tane,2020,11,17,0,1,4.2,21.7,25.8,17.7
tane,2020,11,18,0.5,0,3.7,22.4,26.3,19.3
tane,2020,11,19,0,0,5.9,23.9,26.7,22.3
tane,2020,11,20,25.5,0,7.9,21.2,23.9,17.9
tane,2020,11,21,0,1,5,18,21.1,14.1
tane,2020,11,22,0,0,4,21.2,24.5,16.5
tane,2020,11,23,0,1,8.8,18.1,21.4,16.5
tane,2020,11,24,0,0,2,17.5,21.2,13.1
tane,2020,11,25,0,1,5.6,18.6,20.2,14.4
tane,2020,11,26,0,0,2.2,17.6,20.5,13.9
tane,2020,11,27,0,1,7.3,18.9,21,16.9
tane,2020,11,28,0,1,11.3,14.7,17.2,13.4
tane,2020,11,29,0,1,8,14,15.6,10
tane,2020,11,30,0,1,3,13.5,15.6,8.4
tane,2020,12,1,0,1,4.6,15.4,17.2,12.9
tane,2020,12,2,1,0,4.2,17.5,21.7,15.3
tane,2020,12,3,0,1,5,16,17.8,13.9
tane,2020,12,4,0,1,2.1,13.6,14.7,12.1
tane,2020,12,5,0,0,3.2,15.8,19,13
tane,2020,12,6,1,0,2.8,16.4,17.7,14.6
tane,2020,12,7,0,0,5.1,17.7,20.2,15.9
tane,2020,12,8,3.5,0,7.1,15.4,17.3,12.4
tane,2020,12,9,5,0,4.1,15.1,18.2,11.6
tane,2020,12,10,0,1,2.7,17,20.3,13.5
tane,2020,12,11,2,0,1.9,15.9,19.9,11.7
tane,2020,12,12,1.5,0,6.4,16.4,18.3,14.1
tane,2020,12,13,0,1,3.8,14.9,18.8,9.6
tane,2020,12,14,0,0,11.8,12,16.9,8.9
tane,2020,12,15,0,1,10.6,9,10.3,8.2
tane,2020,12,16,0,1,9.1,9.2,10.6,7.9
tane,2020,12,17,0,1,8.8,9.4,11.1,8
tane,2020,12,18,0,1,5.7,10.6,13.2,3.7
tane,2020,12,19,0,0,9.3,11.5,12.7,9.6
tane,2020,12,20,0,1,5.8,9.5,12.2,4.8
tane,2020,12,21,0,1,7.3,11.2,12.7,9.8
tane,2020,12,22,0,1,5.7,12,13.9,8.9
tane,2020,12,23,0,1,2.4,11.2,16.3,6.3
tane,2020,12,24,5.5,0,3.8,14.4,17,10.3
tane,2020,12,25,0,1,10.5,11.7,15.9,6.9
tane,2020,12,26,0,1,1.8,9.6,15.7,4.2
tane,2020,12,27,11.5,0,3.9,14.9,18,7.9
tane,2020,12,28,0.5,0,5.7,16.8,19.1,14.3
tane,2020,12,29,2.5,0,3.4,18.2,21.8,15
tane,2020,12,30,4,0,17.9,11.3,19.3,5.8
tane,2020,12,31,0,0,11.3,6.4,8.1,4.7
tane,2021,1,1,0,1,6.5,9.3,11.3,6.7
tane,2021,1,2,0,1,5.8,11.1,13,9.2
tane,2021,1,3,0,1,4.5,11,13.5,9.3
tane,2021,1,4,0,0,3.6,12.1,14.4,9.1
tane,2021,1,5,6.5,0,3.8,11.9,13.9,10.5
tane,2021,1,6,0,1,9.8,9.9,11.7,8.4
tane,2021,1,7,3,0,11.5,7.7,11.6,3.5
tane,2021,1,8,0,0,5.9,4.6,6.6,2.7
tane,2021,1,9,0,1,8.1,5.7,7.7,3.8
tane,2021,1,10,0,1,8.5,7.1,8.6,5
tane,2021,1,11,10.5,0,3.3,8.8,13.2,5
tane,2021,1,12,6.5,0,7.3,10.2,11.5,9
tane,2021,1,13,0,1,3.6,11.9,14.7,7.1
tane,2021,1,14,0,1,2.3,11.5,16.2,6.9
tane,2021,1,15,0,1,2.7,13.4,19.8,7.4
tane,2021,1,16,,0,7.6,15.1,18.7,10.6
tane,2021,1,17,,,13.5,9.3,13.1,7.2
tane,2021,1,18,,,8.9,10,13.6,7.3
tane,2021,1,19,,,6.1,9.9,13.3,5.3
tane,2021,1,20,,,2.5,11.3,16.6,5.7
tane,2021,1,21,,,4.5,16.1,19,10.9
tane,2021,1,22,,,2.6,18.2,20.9,16.4
tane,2021,1,23,,,2.9,16.8,17.9,15.7
tane,2021,1,24,,,4.4,15.8,18.9,14.4
